year,fips,prcp,avtemp
2.00E+03,55013,703.9970132,6.067096865
2.00E+03,55037,771.3137869,4.641025915
2.00E+03,23031,1250.901243,7.485822426
2.00E+03,27065,677.3055542,5.380420854
2.00E+03,26141,633.8131124,6.946415991
2.00E+03,55099,806.4901417,4.824651795
2.00E+03,27041,653.3575862,5.828895501
2.00E+03,27051,621.2772884,6.035746088
2.00E+03,55085,834.0974395,4.674383069
2.00E+03,33001,1150.285949,6.866141881
2.00E+03,55075,788.5004651,5.822131875
2.00E+03,50027,1262.146318,5.895278874
2.00E+03,36045,1177.478653,6.600546394
2.00E+03,33017,1198.073432,7.946165419
2.00E+03,36041,1392.359141,4.41106807
2.00E+03,50021,1364.140762,6.249817975
2.00E+03,27009,612.6018159,6.031584588
2.00E+03,33013,1182.245458,7.069583308
2.00E+03,26029,708.5821524,7.501075671
2.00E+03,36049,1316.749032,5.344994403
2.00E+03,26007,740.9806911,6.68833913
2.00E+03,27145,607.7067609,6.64955516
2.00E+03,55095,712.1473658,6.425463451
2.00E+03,27025,645.8440255,6.487686369
2.00E+03,27121,582.8839224,6.361248053
2.00E+03,27059,621.4754726,5.9164221
2.00E+03,27149,634.0104641,5.995118472
2.00E+03,36043,1400.250251,5.256798313
2.00E+03,26119,631.6753381,6.489273684
2.00E+03,55107,926.8642656,5.637470807
2.00E+03,36115,1166.567796,7.440624385
2.00E+03,33019,1190.450001,6.645057587
2.00E+03,36113,1284.899742,5.979994471
2.00E+03,55069,827.6003629,5.111552025
2.00E+03,55005,870.9538643,5.997474744
2.00E+03,26137,732.5171282,6.255385647
2.00E+03,55067,840.5621425,5.008065218
2.00E+03,26009,732.3286026,7.170485951
2.00E+03,26089,713.3355874,7.967726132
2.00E+03,55029,758.0584285,6.94702014
2.00E+03,33015,1209.936663,8.470236754
2.00E+03,55083,801.9135203,6.177528858
2.00E+03,27141,562.2661668,6.265470335
2.00E+03,55119,882.1433333,5.390021042
2.00E+03,26001,732.0946979,6.727795294
2.00E+03,27003,648.7545678,7.174785479
2.00E+03,27171,563.7004782,6.906074732
2.00E+03,27067,615.6718542,6.853171938
2.00E+03,27151,584.5558202,6.716115107
2.00E+03,33011,1235.023,7.540394041
2.00E+03,26135,661.2177311,6.532427105
2.00E+03,55017,950.5147828,6.310050283
2.00E+03,26039,703.8191675,6.181412359
2.00E+03,50025,1431.429036,5.706853999
2.00E+03,33005,1255.719491,6.99655147
2.00E+03,27163,771.5752125,7.694157849
2.00E+03,27093,573.4671432,6.909607534
2.00E+03,50003,1655.482724,5.672119126
2.00E+03,55078,837.0634959,5.882595174
2.00E+03,26079,741.4652703,6.515300176
2.00E+03,26055,768.6479508,7.603053435
2.00E+03,55073,823.8876807,5.939629152
2.00E+03,55033,870.5676501,6.8889717
2.00E+03,27053,696.4869693,7.500448684
2.00E+03,36065,1346.740982,7.156676776
2.00E+03,55109,799.8700737,6.771847763
2.00E+03,36091,1281.320423,7.431635493
2.00E+03,36075,1178.593395,7.624310112
2.00E+03,55115,860.1735311,6.146966944
2.00E+03,26019,767.9791365,8.022709756
2.00E+03,27123,809.4070007,7.96051054
2.00E+03,27023,575.331533,7.013707896
2.00E+03,55019,872.2321226,6.140927124
2.00E+03,26069,817.9717307,7.087149061
2.00E+03,36035,1435.833442,6.265486081
2.00E+03,26129,794.7913153,6.655283239
2.00E+03,56019,315.9016991,6.484673988
2.00E+03,26143,710.2744412,6.384988789
2.00E+03,27019,607.4208701,7.312831478
2.00E+03,27085,604.1201389,7.121337884
2.00E+03,26113,710.5242609,6.525749233
2.00E+03,55035,938.4333335,6.68943386
2.00E+03,55061,750.665487,6.952702953
2.00E+03,26165,778.5691941,7.036071122
2.00E+03,25027,1220.703158,8.117604015
2.00E+03,27037,788.2193048,7.57564712
2.00E+03,55009,801.5249453,7.013782486
2.00E+03,55093,856.1953416,6.962126884
2.00E+03,36083,1285.84038,7.491546831
2.00E+03,26101,828.0609553,7.89742728
2.00E+03,27129,568.5267707,7.071545672
2.00E+03,55135,845.3069569,6.83417692
2.00E+03,25011,1368.27602,7.002897858
2.00E+03,55097,830.0319443,6.485619522
2.00E+03,36011,978.9313941,8.150251592
2.00E+03,27139,657.4676414,7.430855274
2.00E+03,55141,803.2171115,6.772320714
2.00E+03,55087,788.8208576,7.141675232
2.00E+03,36057,1185.532344,7.629637262
2.00E+03,36093,1166.122586,7.654092619
2.00E+03,56043,250.6444099,7.489462496
2.00E+03,25003,1395.895713,6.664572557
2.00E+03,55091,862.549792,7.294174453
2.00E+03,27049,841.0931294,7.25524776
2.00E+03,36117,906.7609647,8.760922452
2.00E+03,56013,292.4022581,5.132435622
2.00E+03,36067,1026.547897,7.904936027
2.00E+03,26011,781.9003377,7.50789721
2.00E+03,27143,612.9752566,7.132817864
2.00E+03,36053,1233.710757,7.262637706
2.00E+03,26063,894.8014495,7.547533205
2.00E+03,27127,661.0960989,7.225551371
2.00E+03,56017,259.8482779,6.808993454
2.00E+03,55053,847.7598831,6.739724907
2.00E+03,26051,774.6600008,7.65198931
2.00E+03,36001,1165.383565,7.513160903
2.00E+03,55121,828.2182953,7.1929167
2.00E+03,55011,857.3472194,7.565906338
2.00E+03,26035,779.4183369,7.070367624
2.00E+03,27083,628.2053103,7.237331077
2.00E+03,26133,811.2452282,6.945174716
2.00E+03,36095,1218.813002,6.910101228
2.00E+03,36077,1338.536014,6.797004955
2.00E+03,36055,856.3509564,8.80748364
2.00E+03,55071,840.9637994,7.204687529
2.00E+03,36073,925.5646688,9.019679133
2.00E+03,25015,1327.271275,7.630403823
2.00E+03,26085,825.6421972,7.533833341
2.00E+03,27131,773.6811135,7.246155715
2.00E+03,27079,720.5512905,7.163131314
2.00E+03,26105,864.8744299,8.324409528
2.00E+03,36063,919.1736325,8.831466881
2.00E+03,26017,801.9901326,8.369781717
2.00E+03,27157,833.2653218,7.046735368
2.00E+03,27015,667.4337386,7.287941909
2.00E+03,55015,798.8134445,7.482808738
2.00E+03,36021,1279.063335,8.05251943
2.00E+03,27103,701.2836923,7.226083961
2.00E+03,55139,797.5663548,7.620033885
2.00E+03,36099,877.7320309,8.793746114
2.00E+03,55137,828.9600986,7.231024504
2.00E+03,25013,1277.900378,8.242584112
2.00E+03,55001,882.9251311,7.392884035
2.00E+03,36069,890.1155748,8.229592947
2.00E+03,55057,904.746262,7.598161608
2.00E+03,36017,1244.699599,7.20651369
2.00E+03,26151,831.7784278,7.993298483
2.00E+03,36037,947.4564086,8.478288436
2.00E+03,36039,1319.127798,6.974469001
2.00E+03,26111,843.1235008,8.628869247
2.00E+03,36023,1189.416939,7.191210259
2.00E+03,26157,837.0529422,8.16892984
2.00E+03,26073,862.6799952,7.99304907
2.00E+03,9015,1178.744882,8.947875466
2.00E+03,55081,872.7381232,7.408089419
2.00E+03,27013,769.6334439,7.445533973
2.00E+03,26107,913.2153376,7.558113618
2.00E+03,36051,877.865092,7.850317522
2.00E+03,36029,1088.405751,8.055745482
2.00E+03,27169,836.1367658,7.445985645
2.00E+03,36025,1324.543043,6.314359085
2.00E+03,27109,910.3708349,6.966247298
2.00E+03,27039,879.9276386,7.137398707
2.00E+03,9013,1191.935642,8.660280262
2.00E+03,27147,831.8506231,7.314046241
2.00E+03,26123,972.9523491,7.870948542
2.00E+03,27161,843.8009745,7.313682285
2.00E+03,27033,714.5985219,7.251106138
2.00E+03,27101,671.6955365,7.027192329
2.00E+03,26127,997.603077,8.115902015
2.00E+03,55047,855.8891642,7.8048479
2.00E+03,55063,795.2191238,7.940887004
2.00E+03,9003,1226.622153,9.394723748
2.00E+03,55077,897.6296057,7.689051534
2.00E+03,55039,820.2468331,7.762934658
2.00E+03,55117,932.6628031,7.661864822
2.00E+03,36123,930.8747355,7.914992734
2.00E+03,44001,1228.332489,10.66759384
2.00E+03,27165,678.8370878,7.420687497
2.00E+03,36109,993.720845,7.669316312
2.00E+03,26145,825.7889057,8.572075127
2.00E+03,44003,1223.352758,9.872061762
2.00E+03,36121,1106.577248,6.903701067
2.00E+03,9005,1294.736691,8.197410187
2.00E+03,44005,1230.518426,10.42150663
2.00E+03,36111,1395.455737,8.054271259
2.00E+03,25007,1070.344299,9.923011871
2.00E+03,25019,1004.310837,9.761406263
2.00E+03,56025,273.5555821,6.843206865
2.00E+03,36027,1241.999615,8.730508632
2.00E+03,44009,1296.106059,9.956150993
2.00E+03,26057,904.4965775,8.360248866
2.00E+03,36097,878.8998365,7.461965591
2.00E+03,36007,1157.187419,7.366357962
2.00E+03,26087,877.4603641,8.228336339
2.00E+03,36101,883.2227821,7.190509812
2.00E+03,26117,959.5691871,8.368170091
2.00E+03,27055,867.1580227,7.710965183
2.00E+03,36107,1068.743207,7.445969586
2.00E+03,27045,970.2947832,7.120291969
2.00E+03,9011,1250.947923,9.626224319
2.00E+03,27099,991.9498429,6.930169579
2.00E+03,27047,895.0653963,7.243893181
2.00E+03,56009,363.6360675,7.142458824
2.00E+03,27043,820.3077254,7.442454951
2.00E+03,26147,867.9735302,8.785315053
2.00E+03,27091,737.1430837,7.578354506
2.00E+03,55123,939.1353518,7.636109496
2.00E+03,27063,667.0583044,7.251490704
2.00E+03,55027,891.9019889,8.016332301
2.00E+03,27105,671.9996721,7.069266859
2.00E+03,26121,941.3638983,8.65175621
2.00E+03,55021,946.6395268,8.073868457
2.00E+03,26049,898.1900914,8.435005455
2.00E+03,55089,965.2514678,8.183453199
2.00E+03,55111,997.4211509,7.718693668
2.00E+03,9007,1276.327453,9.66475759
2.00E+03,55131,943.8777242,7.848511611
2.00E+03,36003,1009.001392,6.850386862
2.00E+03,36105,1316.881932,7.354577793
2.00E+03,36015,940.0912938,7.53217874
2.00E+03,26081,1072.417692,8.677676014
2.00E+03,36009,1094.634482,6.8126889
2.00E+03,9009,1283.755784,9.744997988
2.00E+03,39055,1114.129679,8.828482189
2.00E+03,19079,701.8267768,8.827103731
2.00E+03,34039,1168.436117,11.37147442
2.00E+03,19025,595.4590933,8.683658632
2.00E+03,19161,547.7368869,8.774971294
2.00E+03,42119,1079.615878,9.240581502
2.00E+03,19093,568.4744315,8.943547644
2.00E+03,34035,1146.216128,10.46271023
2.00E+03,26023,988.4527384,8.96290426
2.00E+03,36085,1076.545559,12.15711583
2.00E+03,34019,1157.759996,10.12969605
2.00E+03,42031,1043.878657,8.403433446
2.00E+03,26149,1003.886629,9.217815461
2.00E+03,19097,896.8981076,8.674085617
2.00E+03,42065,1052.02991,8.338712062
2.00E+03,42085,973.2652325,8.935591484
2.00E+03,42027,923.8385876,8.825350777
2.00E+03,42107,1196.059921,9.010553075
2.00E+03,26027,1053.15831,9.5081731
2.00E+03,42033,1013.151323,8.632835631
2.00E+03,34023,1125.352444,11.42256665
2.00E+03,31003,563.9063199,9.36967363
2.00E+03,31139,503.2776328,9.722723581
2.00E+03,39035,1005.082799,10.00475555
2.00E+03,39155,960.5512028,9.236521571
2.00E+03,42077,1158.577069,10.08492977
2.00E+03,17031,942.2390629,10.2460138
2.00E+03,19105,854.3273716,8.807882983
2.00E+03,17089,953.1968309,9.049867886
2.00E+03,17141,976.2630236,8.935306365
2.00E+03,19113,832.8450403,9.245829566
2.00E+03,34025,1077.047032,11.58015635
2.00E+03,13085,1245.215871,14.45489819
2.00E+03,45085,915.3513822,17.11022322
2.00E+03,28009,986.2935052,15.90972071
2.00E+03,28093,956.3370277,16.0280755
2.00E+03,40055,676.6459344,16.30880862
2.00E+03,5117,950.1551034,16.59561052
2.00E+03,1033,1105.755279,16.21952703
2.00E+03,40075,814.1288868,16.33392681
2.00E+03,5105,1057.189361,16.25557913
2.00E+03,28033,974.4241672,16.33685655
2.00E+03,13129,1123.332751,15.51308325
2.00E+03,13139,1091.807821,15.23729774
2.00E+03,13011,993.0462918,15.60284724
2.00E+03,13227,1351.08273,14.75991038
2.00E+03,5085,981.430084,16.746613
2.00E+03,45063,1069.12062,16.81853613
2.00E+03,5127,1169.399926,15.81162218
2.00E+03,1079,1155.534658,16.43308695
2.00E+03,5095,974.9172426,16.62198176
2.00E+03,40057,689.7317683,16.52348371
2.00E+03,13115,1149.438374,15.51458694
2.00E+03,13055,1227.570996,14.93560831
2.00E+03,5119,1021.703435,16.78957504
2.00E+03,40077,1152.883902,16.56159001
2.00E+03,45081,1052.316031,16.41545464
2.00E+03,45027,1009.633771,17.29232594
2.00E+03,13105,999.5246148,15.23688621
2.00E+03,5077,930.3663323,16.5577727
2.00E+03,1103,1183.645792,16.27785716
2.00E+03,1095,1254.992423,16.03438019
2.00E+03,45089,1068.158382,17.19992632
2.00E+03,45053,982.5994823,18.26764398
2.00E+03,13319,903.8912316,17.77280901
2.00E+03,45013,939.3662877,18.58236231
2.00E+03,48037,1504.795851,17.57927345
2.00E+03,5017,1299.904687,17.91904827
2.00E+03,13107,949.9704067,17.98486001
2.00E+03,28151,1327.448599,18.05402811
2.00E+03,5091,1465.089805,17.58674633
2.00E+03,13167,915.7424391,17.68975193
2.00E+03,1017,1042.992587,16.42727481
2.00E+03,13021,949.2178135,17.54857004
2.00E+03,48501,379.8927266,16.23528448
2.00E+03,1007,993.6975255,17.41744628
2.00E+03,13293,935.6397691,17.15777233
2.00E+03,13289,951.1059265,17.79053928
2.00E+03,1123,1093.055441,16.6336791
2.00E+03,48445,408.6351537,16.4328099
2.00E+03,48305,478.9715007,16.78664826
2.00E+03,28103,1032.360323,17.60551658
2.00E+03,13103,954.7967136,18.26851314
2.00E+03,48169,525.1553056,17.48930225
2.00E+03,13031,939.9222347,18.25649158
2.00E+03,1037,1047.759768,16.93625625
2.00E+03,28159,1087.287295,17.45781185
2.00E+03,48263,535.4034996,17.58595525
2.00E+03,5073,1499.692936,17.56755669
2.00E+03,48119,1348.483746,17.85996256
2.00E+03,48237,683.3996172,17.99824677
2.00E+03,13079,986.5313503,17.25207704
2.00E+03,5027,1495.638844,17.56339823
2.00E+03,48433,566.4555378,17.98925115
2.00E+03,28051,1219.343887,17.65062293
2.00E+03,22043,1214.686468,19.2033076
2.00E+03,48347,1345.65042,19.46298452
2.00E+03,28001,1131.798006,19.03346286
2.00E+03,1069,980.0964729,19.45901364
2.00E+03,22029,1161.212252,19.32794365
2.00E+03,13201,979.4409745,19.31990744
2.00E+03,48461,259.9723297,19.27877746
2.00E+03,48293,1081.405603,19.77043993
2.00E+03,48451,446.1961653,19.20820181
2.00E+03,48383,350.7932732,18.71737081
2.00E+03,13027,957.4886575,18.90588365
2.00E+03,13185,1011.723325,19.2624423
2.00E+03,28037,1069.039458,18.72071124
2.00E+03,48333,689.0468245,19.16539187
2.00E+03,13275,1061.815376,19.18521226
2.00E+03,12089,1027.560968,19.6077025
2.00E+03,13131,1010.050289,19.38277164
2.00E+03,1061,1066.613882,18.8709064
2.00E+03,28041,1019.371907,19.02305045
2.00E+03,48099,880.5472925,19.50481399
2.00E+03,13087,1038.969049,19.63006953
2.00E+03,48405,1335.222499,19.29822085
2.00E+03,28111,1011.938563,19.12524957
2.00E+03,48095,653.1507662,19.59213558
2.00E+03,48235,364.1354356,18.71694661
2.00E+03,28035,1026.589715,19.1904445
2.00E+03,1053,1090.291017,19.00813424
2.00E+03,13253,1004.519416,19.89114946
2.00E+03,13101,1048.18745,19.30849613
2.00E+03,28073,1060.607273,19.16877403
2.00E+03,48289,1097.677123,19.85937794
2.00E+03,28091,1117.58737,19.24074938
2.00E+03,31101,361.9700606,10.32620031
2.00E+03,49049,519.7890301,8.970445162
2.00E+03,19155,634.7054365,10.41484281
2.00E+03,8107,749.1792151,4.458802699
2.00E+03,32510,399.0930792,8.935346108
2.00E+03,10003,1200.550498,12.31368197
2.00E+03,6017,1208.480073,11.71337747
2.00E+03,8057,711.0702992,3.048791193
2.00E+03,31155,626.8744127,10.57171399
2.00E+03,34033,1140.595895,12.47141913
2.00E+03,32005,335.4607769,8.873214796
2.00E+03,8069,468.6850755,6.009870032
2.00E+03,31055,719.9349088,10.84262572
2.00E+03,31049,341.1796917,10.53940572
2.00E+03,6067,566.5634205,16.40072781
2.00E+03,24015,1148.06866,12.16712438
2.00E+03,34011,1107.747234,12.16353509
2.00E+03,6095,592.423189,16.04572255
2.00E+03,6041,931.2323848,14.06093994
2.00E+03,8075,338.9609466,10.29962403
2.00E+03,6003,1014.471547,5.773911366
2.00E+03,49023,335.0367258,10.5947259
2.00E+03,31153,659.6994848,11.01101714
2.00E+03,32021,148.6505371,10.31424473
2.00E+03,8115,343.210206,10.84584607
2.00E+03,19129,668.1986093,10.99325767
2.00E+03,31135,390.0861256,10.4784422
2.00E+03,31025,647.0482701,11.16173042
2.00E+03,31109,602.8321533,11.26246405
2.00E+03,10001,1220.181895,12.67335333
2.00E+03,6005,1049.400219,14.03784951
2.00E+03,48027,995.8836071,19.87165301
2.00E+03,12133,1119.857697,19.44466041
2.00E+03,12073,1118.679348,19.65883211
2.00E+03,12039,1089.641333,19.63842333
2.00E+03,48105,405.4220096,18.88088306
2.00E+03,28039,1025.411939,19.31192848
2.00E+03,12109,1052.052418,20.56718034
2.00E+03,48351,1165.781783,19.57945574
2.00E+03,28109,1006.02693,19.60359431
2.00E+03,12121,1024.055955,20.03163573
2.00E+03,48413,526.4064645,18.59639603
2.00E+03,22117,1043.729025,19.52608166
2.00E+03,48241,1158.288052,19.82465947
2.00E+03,48327,699.2924781,19.08052583
2.00E+03,12013,1028.727317,19.75842992
2.00E+03,12077,1044.907319,19.82416702
2.00E+03,48373,1286.903713,19.82861398
2.00E+03,22105,1083.759998,19.66250681
2.00E+03,28131,1013.358961,19.51500218
2.00E+03,22091,1122.847545,19.23590784
2.00E+03,22125,1017.901322,19.68396154
2.00E+03,12019,1040.570002,19.87166894
2.00E+03,22037,1063.123796,19.43854112
2.00E+03,48331,1033.676827,20.54375008
2.00E+03,22077,995.5773152,19.95779075
2.00E+03,48313,1161.336992,20.31425352
2.00E+03,12005,1057.820584,19.97162639
2.00E+03,48457,1178.643332,19.93397475
2.00E+03,22039,1114.822478,20.06036687
2.00E+03,48471,1193.928605,20.12879596
2.00E+03,24029,1182.389564,12.61819298
2.00E+03,32023,219.4364065,10.9322118
2.00E+03,6051,347.5589344,6.91756307
2.00E+03,8095,346.7508149,10.76927291
2.00E+03,19071,650.5187347,11.19930535
2.00E+03,8103,451.0912973,7.294861999
2.00E+03,6077,465.0174763,16.36092371
2.00E+03,6009,1055.880062,14.56798058
2.00E+03,6013,564.818537,15.46454633
2.00E+03,31029,386.3155888,10.75200891
2.00E+03,49027,308.5389091,11.07282481
2.00E+03,49039,515.412637,7.281557651
2.00E+03,31131,656.0174721,11.28755509
2.00E+03,24031,1002.409486,12.40002186
2.00E+03,6109,1214.190785,9.607668958
2.00E+03,24003,1209.164134,13.09812081
2.00E+03,49007,423.7938418,7.843042972
2.00E+03,6001,546.101944,14.97632413
2.00E+03,51107,934.8410261,12.01519185
2.00E+03,6075,686.6111179,14.0065279
2.00E+03,49015,259.0859469,10.77489373
2.00E+03,8125,396.5584577,10.99792753
2.00E+03,8045,555.1674624,6.822428729
2.00E+03,6099,424.4246522,16.61184872
2.00E+03,24033,1082.241002,13.01149202
2.00E+03,29005,680.0171955,11.33092887
2.00E+03,29147,748.4289213,11.05072308
2.00E+03,6081,812.3800037,14.04112935
2.00E+03,31127,663.0540992,11.64115368
2.00E+03,31067,584.6120021,11.58928131
2.00E+03,31097,633.9401672,11.42890484
2.00E+03,26155,910.8237786,8.419993485
2.00E+03,55103,989.8669462,7.724232263
2.00E+03,36013,1098.650432,8.03560517
2.00E+03,42127,1181.284239,6.94052965
2.00E+03,26037,908.0745837,8.54961892
2.00E+03,9001,1243.232988,9.896996881
2.00E+03,42115,1199.908801,7.164851685
2.00E+03,26139,1048.725565,9.148625816
2.00E+03,26067,1010.590685,8.615741502
2.00E+03,19005,968.0543625,8.094468691
2.00E+03,19191,943.1433065,7.748002399
2.00E+03,26099,907.1702257,9.290941453
2.00E+03,19089,937.7179733,7.148579387
2.00E+03,19131,886.725429,7.476435729
2.00E+03,19195,844.8207231,7.269091658
2.00E+03,55023,931.3896101,7.94525528
2.00E+03,26125,965.2790653,8.764915543
2.00E+03,19189,808.6554972,7.523340257
2.00E+03,42015,985.431587,7.706994491
2.00E+03,19109,741.988334,7.849687738
2.00E+03,19063,716.2631827,7.622332717
2.00E+03,19059,658.9405501,7.487748868
2.00E+03,19143,645.4789401,7.295721545
2.00E+03,36079,1232.338806,9.386126904
2.00E+03,36071,1239.289185,9.351862081
2.00E+03,55025,992.5406739,8.133509848
2.00E+03,55079,1108.083425,8.996936397
2.00E+03,55133,1060.871712,8.402984858
2.00E+03,55055,948.1784376,8.450957487
2.00E+03,42117,911.07989,7.337169645
2.00E+03,26093,955.7596648,8.626487893
2.00E+03,55049,939.1151578,7.913814155
2.00E+03,36119,1180.37029,10.58833147
2.00E+03,42103,1177.291753,7.718346124
2.00E+03,55043,905.7613904,8.229292768
2.00E+03,26065,940.0142025,8.603212606
2.00E+03,42105,961.6765838,6.883814939
2.00E+03,36103,1146.573686,10.63192858
2.00E+03,19033,792.7794948,7.76608417
2.00E+03,42049,1199.921278,8.636477291
2.00E+03,19081,795.3268534,7.652374978
2.00E+03,42069,1134.423421,7.681830011
2.00E+03,19037,940.1535428,8.048474431
2.00E+03,26045,921.3238609,8.632547845
2.00E+03,19147,712.090607,8.042839262
2.00E+03,19041,632.8723145,7.867820625
2.00E+03,19067,861.6567064,8.103005149
2.00E+03,19141,653.3944449,7.93247009
2.00E+03,42131,1121.072423,8.015373715
2.00E+03,26015,1109.510625,9.177079856
2.00E+03,42083,1055.593442,6.671202369
2.00E+03,36087,1219.302581,10.33613033
2.00E+03,26005,1174.424279,8.936812386
2.00E+03,19043,890.6602438,8.376671115
2.00E+03,19065,924.5151822,8.026671202
2.00E+03,42123,1052.108778,7.209172051
2.00E+03,34037,1179.770755,8.953422486
2.00E+03,26163,959.4874005,9.721892052
2.00E+03,55101,1039.877038,8.653797097
2.00E+03,55127,1040.732324,8.810591784
2.00E+03,42113,1183.273646,7.408304608
2.00E+03,55105,986.4338112,8.525371007
2.00E+03,26161,1021.035485,8.885533933
2.00E+03,34031,1223.024666,9.72267224
2.00E+03,42081,1040.940676,8.208948667
2.00E+03,55045,952.893959,8.288939665
2.00E+03,42079,1122.118398,8.546528858
2.00E+03,34003,1164.57563,11.04416026
2.00E+03,26075,987.4718255,8.826609854
2.00E+03,19017,867.6893065,8.478987866
2.00E+03,55065,905.5807153,8.182078668
2.00E+03,19023,789.1922711,8.793782668
2.00E+03,42089,1188.865792,8.303221035
2.00E+03,19069,779.6560232,8.199891573
2.00E+03,56031,370.880232,8.498984277
2.00E+03,19197,773.2597904,8.256081611
2.00E+03,55059,1079.958522,8.914179802
2.00E+03,19091,784.8457595,8.197703925
2.00E+03,19151,708.4110281,8.259876403
2.00E+03,19021,584.143542,8.342728277
2.00E+03,26025,1031.730633,9.137901427
2.00E+03,19035,574.8494311,8.453680353
2.00E+03,39007,1016.901753,9.059168523
2.00E+03,36059,1217.653954,11.49206169
2.00E+03,34027,1199.171486,9.370753836
2.00E+03,42039,1127.332287,8.344636675
2.00E+03,26077,1130.238888,9.381803927
2.00E+03,42023,994.3228585,7.438935159
2.00E+03,31149,473.2170983,9.387308127
2.00E+03,36005,1217.201233,12.06578124
2.00E+03,34041,1143.939453,9.353613785
2.00E+03,26159,1098.707156,9.159396542
2.00E+03,42047,1020.577554,7.198847234
2.00E+03,42037,1080.308419,8.917518101
2.00E+03,42035,996.1328748,8.24741925
2.00E+03,36061,1154.256241,12.32052076
2.00E+03,19061,865.0747505,8.473689353
2.00E+03,42053,1050.561996,7.411752701
2.00E+03,17097,1052.764793,9.275932064
2.00E+03,42025,1231.675177,8.626985367
2.00E+03,34013,1151.438883,11.05031485
2.00E+03,36081,1148.037906,12.08682442
2.00E+03,19055,843.3072746,8.34886222
2.00E+03,17111,1066.681351,8.954571207
2.00E+03,39085,1062.945756,10.07220326
2.00E+03,19019,831.9004551,8.683877349
2.00E+03,26115,918.5895664,9.488601457
2.00E+03,19013,839.3535085,8.804570482
2.00E+03,17007,1090.247284,8.885361075
2.00E+03,34017,1113.924466,12.24458334
2.00E+03,17201,1038.135829,8.829873573
2.00E+03,42121,1045.606735,8.377314766
2.00E+03,42095,1149.487248,9.860305524
2.00E+03,17177,1001.520386,8.59123561
2.00E+03,19187,718.9934537,8.708877642
2.00E+03,26091,991.0389356,9.151456478
2.00E+03,31013,444.3247928,8.881548594
2.00E+03,17085,898.1179984,8.53134207
2.00E+03,36047,1078.377991,12.34518318
