year,fips,prcp,avtemp
2.00E+03,46045,560.3410324,6.518349567
2.00E+03,16043,598.5211434,4.298902369
2.00E+03,46137,474.956093,7.897346339
2.00E+03,46037,504.5992311,6.480459426
2.00E+03,56003,277.0277771,6.314691725
2.00E+03,27011,598.0355225,6.301434472
2.00E+03,46041,445.7372536,7.637778648
2.00E+03,16033,434.2060153,4.597026712
2.00E+03,16027,264.467426,11.26712623
2.00E+03,56033,408.5241231,6.218102601
2.00E+03,56039,833.1432429,2.171727928
2.00E+03,46019,395.6691666,7.783080477
2.00E+03,16001,308.2793892,10.7908835
2.00E+03,16023,269.5012153,5.440613483
2.00E+03,56005,298.4049095,7.533665553
2.00E+03,16073,312.4632655,8.742076749
2.00E+03,16039,473.186883,8.199599933
2.00E+03,16013,439.3983109,5.722330063
2.00E+03,46051,547.9992445,6.369271691
2.00E+03,46107,509.9723187,7.426588538
2.00E+03,56011,425.0624001,7.088445017
2.00E+03,46049,548.6928108,7.36547108
2.00E+03,25009,1289.420119,9.309489411
2.00E+03,46115,495.9392431,6.984231909
2.00E+03,27073,563.8097719,6.897518006
2.00E+03,46093,504.495088,8.043563072
2.00E+03,16025,582.2240018,5.125770725
2.00E+03,46025,496.0777117,6.73478138
2.00E+03,46029,533.9881246,6.43377826
2.00E+03,16051,200.2893171,6.273082161
2.00E+03,25017,1234.530001,9.037231095
2.00E+03,6015,2404.374434,11.38877542
2.00E+03,46039,538.8886383,6.495157953
2.00E+03,46119,433.8938478,7.959711797
2.00E+03,46069,429.5575983,7.629548623
2.00E+03,46059,459.8536813,7.599140825
2.00E+03,27173,582.2256381,7.215449085
2.00E+03,6093,954.8217558,9.489339655
2.00E+03,16065,386.4356234,5.731533325
2.00E+03,46117,374.7581288,8.613182727
2.00E+03,46055,405.9843299,8.593117212
2.00E+03,16081,601.6376385,4.566562497
2.00E+03,25025,1266.871663,10.09291665
2.00E+03,46081,641.9204326,6.746633725
2.00E+03,46057,538.402735,6.625810044
2.00E+03,25021,1241.039675,9.559320325
2.00E+03,25023,1288.165617,9.899596478
2.00E+03,16011,259.4814494,7.156826472
2.00E+03,46005,499.6275461,7.864956798
2.00E+03,16019,455.5023695,5.642202367
2.00E+03,25001,1076.197028,9.906286652
2.00E+03,46103,464.7981487,7.927147875
2.00E+03,27081,612.7775016,6.762995046
2.00E+03,46065,373.8550673,8.317327973
2.00E+03,16047,244.8541591,9.928318201
2.00E+03,46077,561.608497,7.476493761
2.00E+03,46011,570.3003923,6.745957477
2.00E+03,6023,1626.582457,12.44603986
2.00E+03,16063,218.3705183,8.617210485
2.00E+03,6049,418.6480297,8.356367989
2.00E+03,56045,337.6195643,7.564245098
2.00E+03,25005,1242.213882,10.15712115
2.00E+03,16067,205.652901,8.745376248
2.00E+03,44007,1238.035344,9.476621641
2.00E+03,16083,258.2477072,8.910863594
2.00E+03,46085,374.4678077,8.880552716
2.00E+03,46075,384.1360246,8.893636566
2.00E+03,16077,323.3134411,8.092801447
2.00E+03,46017,376.3637672,8.153043821
2.00E+03,46073,447.7240024,8.491921282
2.00E+03,46111,538.8968183,8.579348022
2.00E+03,32031,276.2156847,9.227298149
2.00E+03,56035,427.7961062,2.133791407
2.00E+03,46097,558.2260456,8.070290859
2.00E+03,46079,593.8396613,7.47546352
2.00E+03,46101,608.9364763,7.010553474
2.00E+03,27117,619.3670832,6.83014526
2.00E+03,56023,466.1262138,3.950648635
2.00E+03,16053,209.6604164,9.757970462
2.00E+03,46071,417.9045482,9.389196361
2.00E+03,6105,1310.166136,10.94326322
2.00E+03,46033,412.0302353,8.027738403
2.00E+03,32013,305.1464008,9.387966438
2.00E+03,16005,420.6266855,7.829115077
2.00E+03,16029,495.9438895,5.430195304
2.00E+03,46015,411.0619103,8.678499993
2.00E+03,46003,442.6764402,8.991826686
2.00E+03,46095,460.2317939,9.267061866
2.00E+03,6089,1310.804002,12.57642254
2.00E+03,46035,524.9952774,8.883302026
2.00E+03,46061,576.9428379,8.833460372
2.00E+03,46113,459.3515062,9.050618046
2.00E+03,46087,621.881519,8.168008843
2.00E+03,46099,652.2853257,7.623764398
2.00E+03,27133,702.2551422,7.41816318
2.00E+03,16031,288.3872106,8.335774739
2.00E+03,46123,415.0238081,9.308546555
2.00E+03,56027,370.6322826,8.01133295
2.00E+03,46047,403.6516,8.919031809
2.00E+03,32007,321.2918834,7.507698203
2.00E+03,6035,406.1260829,8.308940847
2.00E+03,16071,378.9667547,8.447448765
2.00E+03,46053,423.8992611,9.096804256
2.00E+03,46023,465.0829742,9.477102718
2.00E+03,46007,470.2273299,9.005401301
2.00E+03,46043,496.261538,9.544753852
2.00E+03,16007,550.3176141,4.832285257
2.00E+03,46067,553.2475642,9.121056701
2.00E+03,46125,587.8932001,8.341610794
2.00E+03,46083,582.704622,8.265344907
2.00E+03,19119,631.125475,7.831023203
2.00E+03,46121,501.4945527,8.806385998
2.00E+03,16041,491.1271438,7.668707546
2.00E+03,19167,617.2842645,8.363888485
2.00E+03,49003,304.3818723,9.880516623
2.00E+03,31165,410.5801173,8.186138562
2.00E+03,31045,460.7736859,8.954288305
2.00E+03,46009,508.0881634,9.617237286
2.00E+03,6103,904.9722996,14.58520031
2.00E+03,46135,561.3048892,9.16857199
2.00E+03,31161,474.3340249,8.541200737
2.00E+03,31031,464.3061857,8.890419249
2.00E+03,6045,1234.561003,13.06711235
2.00E+03,46027,595.8357572,9.114316998
2.00E+03,46127,601.807045,9.007303054
2.00E+03,32027,275.887497,10.57220808
2.00E+03,31103,453.1323923,9.353528496
2.00E+03,31015,434.8807148,9.348379998
2.00E+03,56037,186.1220649,5.721227532
2.00E+03,49005,648.6201065,6.91339616
2.00E+03,6063,1034.612,9.147070042
2.00E+03,56007,375.5013269,5.669100082
2.00E+03,31089,467.8215825,9.37812939
2.00E+03,49033,408.1886602,5.291131595
2.00E+03,31017,490.442261,9.586908705
2.00E+03,19149,570.5476887,8.854289155
2.00E+03,31107,529.9809575,9.796632067
2.00E+03,56015,352.5627141,8.899250734
2.00E+03,31027,596.3439697,9.565235185
2.00E+03,56001,376.9479716,5.047036349
2.00E+03,31051,625.2262171,9.535473044
2.00E+03,32015,277.6519727,9.326356162
2.00E+03,6007,1165.881818,15.06091979
2.00E+03,6021,641.9512242,15.18668419
2.00E+03,32011,270.6585717,8.516975498
2.00E+03,19193,572.3917028,9.427533609
2.00E+03,31043,623.137434,9.684816263
2.00E+03,56041,298.8692557,5.364839797
2.00E+03,6033,966.4480561,14.07809829
2.00E+03,49057,689.9006798,8.836541671
2.00E+03,31179,540.0570831,9.630642944
2.00E+03,49029,662.6025817,7.025536301
2.00E+03,31173,591.4464175,9.963698387
2.00E+03,49045,273.8869831,11.11978625
2.00E+03,31157,338.5447051,9.636425572
2.00E+03,6011,570.3648096,15.83712135
2.00E+03,6091,1255.754209,8.524262867
2.00E+03,19133,559.4701623,10.14848741
2.00E+03,49011,622.8264433,11.41432456
2.00E+03,49043,647.990714,4.184009497
2.00E+03,32001,177.5095311,11.20130865
2.00E+03,6115,924.9894958,15.68099236
2.00E+03,31119,551.3000956,9.480553849
2.00E+03,31167,546.6766654,9.644314276
2.00E+03,31039,531.7797795,9.605708342
2.00E+03,31021,535.8600022,10.02490135
2.00E+03,56021,310.1601873,8.317016185
2.00E+03,6101,535.5324982,16.51764612
2.00E+03,31007,326.3331932,9.396219839
2.00E+03,6057,1389.428671,11.21281832
2.00E+03,49035,583.6057025,10.37341948
2.00E+03,19085,593.7163559,10.13352799
2.00E+03,32019,161.0740065,10.75741273
2.00E+03,6097,1026.92722,14.66396074
2.00E+03,32029,252.3468427,10.81056238
2.00E+03,49009,393.990643,5.698972872
2.00E+03,31141,515.2162624,10.07235127
2.00E+03,31037,569.7749315,10.00151088
2.00E+03,31053,638.4541691,10.22628172
2.00E+03,6061,1233.935218,11.82067625
2.00E+03,6113,552.2403741,16.3935748
2.00E+03,31177,637.8285103,10.46262378
2.00E+03,32033,302.6024892,8.256155315
2.00E+03,8081,343.3346113,7.164038188
2.00E+03,6055,818.3631752,15.40281509
2.00E+03,31033,355.3225684,9.60481862
2.00E+03,31105,337.6420819,8.950546867
2.00E+03,49013,481.05055,5.887836858
2.00E+03,49047,301.7154379,8.653830522
2.00E+03,49051,663.7667193,5.289474222
2.00E+03,35001,327.906043,12.58676204
2.00E+03,4012,98.81143997,22.39507027
2.00E+03,35019,352.6543561,13.68095033
2.00E+03,4007,473.8491171,15.57311541
2.00E+03,6073,232.7982823,17.32821964
2.00E+03,35061,279.0263328,13.69389556
2.00E+03,35057,361.1922264,11.27812318
2.00E+03,35003,378.8420498,9.925077643
2.00E+03,4013,225.52513,21.84250573
2.00E+03,35009,449.2348757,14.96211478
2.00E+03,6025,28.27809004,23.32405887
2.00E+03,35053,314.699948,13.18784632
2.00E+03,35011,304.3920924,14.93982293
2.00E+03,4027,73.28057108,22.8612958
2.00E+03,35041,336.3766479,15.37423339
2.00E+03,35027,356.3767431,13.03606264
2.00E+03,4011,435.0946772,13.84188424
2.00E+03,4021,291.4720418,20.92099136
2.00E+03,4009,397.7070932,16.33843839
2.00E+03,35005,290.5023423,15.75111258
2.00E+03,35051,322.9969989,14.87223607
2.00E+03,48079,370.9279089,15.58258937
2.00E+03,35017,406.1678601,13.95911491
2.00E+03,35035,323.2420046,14.97784365
2.00E+03,35025,285.5815678,16.93882459
2.00E+03,4019,333.9219736,20.46422707
2.00E+03,35023,360.4628967,16.04141097
2.00E+03,35013,258.9737063,17.23566462
2.00E+03,4003,482.455854,16.69358289
2.00E+03,35015,280.8898826,17.29742437
2.00E+03,35029,308.0673233,16.6774331
2.00E+03,31057,391.9478459,11.18335883
2.00E+03,31087,415.9006729,11.14995755
2.00E+03,51059,939.604036,12.84375649
2.00E+03,31145,472.8835722,11.11773887
2.00E+03,11001,1022.314536,13.49724241
2.00E+03,31065,526.2022115,11.48042469
2.00E+03,31083,595.5413659,11.14180173
2.00E+03,31061,608.8465902,10.95972058
2.00E+03,31181,593.2274981,10.98494372
2.00E+03,32009,139.301018,11.69784932
2.00E+03,31129,557.3805688,11.4549593
2.00E+03,51013,973.9383341,13.4111735
2.00E+03,31169,542.1001143,11.6108329
2.00E+03,31095,573.0419291,11.81579781
2.00E+03,51610,923.4000244,12.88937473
2.00E+03,51061,960.1985288,12.30436393
2.00E+03,24019,1164.855517,13.82705217
2.00E+03,51153,956.9831464,12.61644522
2.00E+03,51510,989.5579956,13.69662495
2.00E+03,51600,890.5749817,12.4017086
2.00E+03,29087,781.1231659,11.78602217
2.00E+03,31133,656.2822728,11.71422601
2.00E+03,31147,694.5455425,11.86697092
2.00E+03,6085,609.6351572,15.19175554
2.00E+03,49019,298.0597108,11.35526021
2.00E+03,24045,1155.690626,13.48385678
2.00E+03,6043,935.3028768,13.24025647
2.00E+03,51685,942.0100098,12.57708359
2.00E+03,51683,947.1166585,12.4808054
2.00E+03,20023,394.3861941,11.29814422
2.00E+03,24017,1120.626545,13.46059224
2.00E+03,32017,289.3303641,12.75884116
2.00E+03,20153,414.6259674,11.22523316
2.00E+03,8031,342.7787533,11.34137779
2.00E+03,20039,411.258881,11.45294141
2.00E+03,6087,1173.49947,14.39463623
2.00E+03,49041,447.7920268,7.597425705
2.00E+03,20137,481.5729383,11.78253499
2.00E+03,6047,362.8964551,16.83269648
2.00E+03,8005,401.9247156,10.31827132
2.00E+03,20147,506.2692853,11.95944695
2.00E+03,8077,392.4931289,9.288111182
2.00E+03,20183,497.1555227,12.14185283
2.00E+03,20089,425.072726,12.05349018
2.00E+03,20157,469.7809535,12.38916766
2.00E+03,51047,943.3203144,12.74396298
2.00E+03,20201,551.6783225,12.70036219
2.00E+03,20117,606.0824696,12.17896993
2.00E+03,20043,765.9273742,12.13966257
2.00E+03,20013,710.8590013,12.20842313
2.00E+03,20131,641.9991214,12.20303546
2.00E+03,6039,741.2781434,13.96496543
2.00E+03,24039,1127.131639,13.62758672
2.00E+03,8035,453.0556918,8.92081567
2.00E+03,49001,376.4134612,10.05161673
2.00E+03,6019,604.0105402,13.40478675
2.00E+03,6069,434.175981,14.86136027
2.00E+03,49031,446.4588699,7.31029133
2.00E+03,6053,609.4942229,14.70323586
2.00E+03,6027,128.944475,15.69474224
2.00E+03,51133,1168.090271,14.02378067
2.00E+03,49055,243.3616889,11.08997351
2.00E+03,49021,381.5358522,9.700162436
2.00E+03,51097,1173.313917,14.14607056
2.00E+03,49037,257.0563962,12.52234138
2.00E+03,8085,389.1819673,9.286596677
2.00E+03,49017,322.8273574,9.937552783
2.00E+03,51073,1246.925754,14.6567333
2.00E+03,51115,1218.663139,14.46832287
2.00E+03,51127,1190.651846,14.39293972
2.00E+03,51095,1274.408799,14.87290161
2.00E+03,51041,1068.819264,14.07693079
2.00E+03,51036,1156.230304,14.74800862
2.00E+03,49053,393.2947591,13.42060469
2.00E+03,6107,556.813492,12.64424232
2.00E+03,51199,1241.6847,14.85770102
2.00E+03,51023,1022.511112,12.40596993
2.00E+03,51830,1321.052002,15.09237518
2.00E+03,8113,502.341822,7.229562506
2.00E+03,51007,1034.171396,13.69418495
2.00E+03,6031,206.6277482,17.80153764
2.00E+03,51700,1193.456665,14.94633333
2.00E+03,51149,1140.3285,14.83825314
2.00E+03,51670,1104.22998,15.34158325
2.00E+03,51181,1207.732221,14.78791389
2.00E+03,51019,1074.173335,12.59191278
2.00E+03,51570,1100.359985,14.75862503
2.00E+03,51045,1089.146462,11.20787336
2.00E+03,49025,292.4665884,12.21053288
2.00E+03,51730,1113.813314,14.7848889
2.00E+03,51053,1117.924938,14.17858171
2.00E+03,8033,539.4619144,6.888335622
2.00E+03,51183,1194.707404,14.53561638
2.00E+03,6079,471.4803664,15.21848636
2.00E+03,32003,137.6114983,18.2862066
2.00E+03,51071,954.1245406,10.53714917
2.00E+03,51161,1020.248969,12.11789853
2.00E+03,51770,993.9914289,13.2446785
2.00E+03,51775,956.3249817,13.18029165
2.00E+03,51121,830.0867806,11.44573166
2.00E+03,4015,211.1900151,17.4566937
2.00E+03,8083,367.6674058,9.919566663
2.00E+03,51067,952.9132097,12.61929288
2.00E+03,6029,187.1481555,16.59606293
2.00E+03,8067,556.9818566,7.343188991
2.00E+03,51155,859.1980021,11.29022041
2.00E+03,51063,904.5133339,10.90940193
2.00E+03,51750,792.4900106,11.5652914
2.00E+03,4005,316.9546479,12.21887828
2.00E+03,8071,346.7856445,11.15343286
2.00E+03,51197,872.3365222,10.66747345
2.00E+03,8023,364.3832813,5.897246148
2.00E+03,8007,575.693689,6.696195561
2.00E+03,51035,956.5938411,11.08971064
2.00E+03,4017,254.8851212,12.40408394
2.00E+03,51141,957.5058082,12.69178498
2.00E+03,8021,483.1823168,5.188648159
2.00E+03,8009,362.6208128,12.56484425
2.00E+03,4001,293.5907762,11.20327165
2.00E+03,6071,104.0531068,19.17377831
2.00E+03,51077,903.9888041,10.13836567
2.00E+03,35045,223.9986445,11.67881333
2.00E+03,51640,860.9666748,10.85950025
2.00E+03,37171,955.9795341,13.17627708
2.00E+03,35039,369.594575,8.389216131
2.00E+03,37005,996.1405891,10.29458455
2.00E+03,35055,417.5748586,6.894129291
2.00E+03,35007,419.4652747,9.076155609
2.00E+03,35059,372.4764239,11.97695738
2.00E+03,6111,516.0964267,14.76613734
2.00E+03,40025,399.8907928,13.39772545
2.00E+03,4025,399.1518204,15.72923713
2.00E+03,35043,318.7516136,10.73078973
2.00E+03,35031,260.5342074,10.10504192
2.00E+03,35033,507.003736,9.334088781
2.00E+03,35021,367.4089053,13.23825811
2.00E+03,35049,368.1126077,10.56708183
2.00E+03,35028,422.1218739,9.747684866
2.00E+03,35047,415.1132997,12.36040597
2.00E+03,48205,392.4531822,13.83833148
2.00E+03,6065,117.3293393,20.1972746
2.00E+03,6059,273.1860715,18.02058122
2.00E+03,35037,375.7113371,14.97408959
2.00E+03,35006,301.6315221,10.30424663
2.00E+03,48359,414.4147805,14.59633207
2.00E+03,4023,606.5820111,16.77316643
2.00E+03,48141,188.796732,18.15798964
2.00E+03,48229,196.8612221,16.78185312
2.00E+03,48109,232.3094685,17.16293523
2.00E+03,48389,202.7071276,19.00276625
2.00E+03,48301,212.6165773,18.95614976
2.00E+03,48481,1129.030925,21.40484278
2.00E+03,48039,1092.413839,21.54961168
2.00E+03,48239,1009.294081,21.65952463
2.00E+03,48321,946.3944724,21.82732408
2.00E+03,48175,871.4241803,22.17173192
2.00E+03,48057,848.8998722,22.12884905
2.00E+03,48391,751.3904282,22.19558445
2.00E+03,12027,919.329682,22.13458592
2.00E+03,48007,806.4662204,22.47885941
2.00E+03,12115,1047.335061,22.54044829
2.00E+03,48409,625.7072032,22.6806712
2.00E+03,12015,902.8962785,22.68444282
2.00E+03,12071,1050.798173,23.08885914
2.00E+03,42017,1175.554736,10.8411346
2.00E+03,34021,1161.206206,11.284509
2.00E+03,42091,1182.663246,11.1696899
2.00E+03,34005,1147.698309,12.03776482
2.00E+03,42101,1249.687722,12.5711174
2.00E+03,42029,1189.683851,10.9149693
2.00E+03,42045,1174.047994,12.21433751
2.00E+03,34007,1198.459743,12.44503609
2.00E+03,34015,1161.924172,12.44000613
2.00E+03,8123,250.7787481,9.83852775
2.00E+03,8013,508.8171909,7.444034455
2.00E+03,8014,306.9533335,11.11011823
2.00E+03,8001,338.1245005,10.55984644
2.00E+03,8059,427.7773689,8.182740483
2001,53073,1905.897712,6.4593907
2001,23003,737.5604016,4.792231479
2001,27077,724.5769692,4.482332071
2001,23021,747.7645642,4.858182432
2001,23025,765.631424,4.873368455
2001,27135,630.1198966,4.686185077
2001,27071,789.6772508,4.513840644
2001,27137,834.1163594,4.251518095
2001,27007,663.2099419,4.936871003
2001,26083,873.7505938,5.592710475
2001,27031,986.2431242,3.79601852
2001,27075,894.082329,4.317326567
2001,27113,553.1160366,4.999705328
2001,23007,939.5546735,4.730693619
2001,27029,597.1189833,4.916971477
2001,27125,547.8624413,5.123990303
2001,27061,769.6633419,4.9673561
2001,23017,896.9534568,5.837227937
2001,33007,1007.794575,4.453003288
2001,27087,573.0534335,5.22771635
2001,26061,897.2522808,6.372491945
2001,27021,700.2035922,5.629556233
2001,27057,622.7389823,5.316789541
2001,23011,743.7232512,7.425443506
2001,50009,930.7876495,4.937990553
2001,26131,889.3540335,6.052036302
2001,26013,913.4796344,5.904824929
2001,50019,959.2801597,5.846989243
2001,27005,601.4926835,5.658436327
2001,26103,798.353455,5.811119578
2001,26003,862.4436211,6.209906438
2001,55007,893.571062,6.020037107
2001,27001,800.2460402,5.636068124
2001,50011,872.1765186,7.535439364
2001,23001,859.3627774,7.485674058
2001,23015,830.8195408,7.903010527
2001,50013,735.7371425,8.354092911
2001,50005,801.4678706,5.573551717
2001,36019,826.954658,7.378268734
2001,26053,896.9840885,5.455661339
2001,26153,876.2602332,6.449712787
2001,50015,960.8843224,6.12126895
2001,55031,825.9089527,5.769465664
2001,27035,783.3556881,5.839056574
2001,27017,784.638958,5.601208892
2001,27159,681.8344995,5.691165419
2001,36033,969.4083907,6.265301574
2001,55003,939.6061036,5.50912793
2001,23023,841.4342258,7.694621319
2001,27111,641.9367412,6.10795221
2001,55051,903.4481614,5.359421271
2001,36089,868.8981541,7.425848824
2001,50007,785.881112,7.599816353
2001,26071,734.0398647,5.299872753
2001,33003,882.2917378,6.825683487
2001,33009,888.2538508,5.926762389
2001,50023,806.2721309,6.132308633
2001,23005,860.3357835,7.771511719
2001,26043,699.339997,6.050368961
2001,26041,721.803889,6.647643058
2001,27115,816.7271426,6.054727666
2001,36031,956.0826977,6.225211862
2001,55125,836.9871111,5.349473132
2001,27153,798.8777982,6.438622764
2001,27097,840.9688992,6.462860003
2001,50017,745.8164652,6.153962999
2001,27095,872.4574558,6.127118433
2001,50001,782.7861925,7.298039483
2001,26109,695.767619,6.975047965
2001,55041,791.0725411,5.530897601
2001,26047,924.1771609,7.376603904
2001,26031,838.1710065,7.717367172
2001,55113,939.4138767,5.777226864
2001,55129,876.9602933,6.599291673
2001,55013,832.6174681,6.806938023
2001,55037,734.7323192,5.806894297
2001,23031,894.9332366,8.195920898
2001,27065,839.6282247,6.160030079
2001,26141,794.9649183,8.090043728
2001,55099,900.0935265,5.675042259
2001,27041,694.3668315,6.297148271
2001,27051,764.8404191,6.498496945
2001,55085,827.3051666,5.601057354
2001,33001,809.1530375,7.799137677
2001,55075,721.5043896,6.893508595
2001,50027,885.8142333,6.91286883
2001,36045,882.8249999,8.192644452
2001,33017,865.3894061,8.781115724
2001,36041,1027.618415,5.561250945
2001,50021,923.9540923,7.336994687
2001,27009,807.0250041,6.771507552
2001,33013,856.0012976,7.900675306
2001,26029,928.3079975,8.457234617
2001,36049,1139.009564,6.749638823
2001,26007,750.8888109,7.957033832
2001,27145,723.6112535,7.041688589
2001,55095,904.6654618,7.108842279
2001,27025,894.2202759,7.234927694
2001,27121,676.3910767,6.62816124
2001,27059,879.9750003,7.073999501
2001,27149,748.1723158,6.484965285
2001,36043,1093.346931,6.48220501
2001,26119,740.365113,7.929492913
2001,55107,929.6611464,6.406107514
2001,36115,786.3204558,8.434498404
2001,33019,882.9142676,7.512795893
2001,36113,850.288428,7.006176868
2001,55069,845.9935118,5.897249993
2001,55005,937.6074683,6.73779638
2001,26137,874.7980879,7.359031474
2001,55067,764.4959502,5.816158945
2001,26009,879.1123231,7.982530561
2001,26089,893.2038215,8.805280054
2001,55029,776.3035944,7.70177059
2001,33015,873.3616244,9.326265368
2001,55083,750.8264239,7.183582415
2001,27141,778.541646,7.137263154
2001,55119,909.1881037,6.22005005
2001,26001,699.1150444,7.900249643
2001,27003,854.9686415,7.926168206
2001,27171,729.3115079,7.380248649
2001,27067,709.5187423,7.08554537
2001,27151,708.5021302,6.828745541
2001,33011,883.199478,8.493452907
2001,26135,715.9489788,7.771249056
2001,55017,933.9376088,7.012568839
2001,26039,868.6345832,7.30089887
2001,50025,1054.803488,6.57036698
2001,33005,929.6400849,7.768709034
2001,27163,834.9918333,8.225775249
2001,27093,686.0635692,7.248232484
2001,50003,1169.451926,6.487455439
2001,55078,752.7831685,6.84425354
2001,26079,868.0217265,7.340327483
2001,26055,861.7585872,8.317910207
2001,55073,816.2757207,6.632883999
2001,55033,919.2771898,7.551478997
2001,27053,857.2040374,7.925644378
2001,36065,1095.986449,8.110286225
2001,55109,894.1758795,7.31198314
2001,36091,844.4392325,8.528464197
2001,36075,1028.426848,8.834021438
2001,55115,765.1887317,7.119209464
2001,26019,955.1755203,8.81342097
2001,27123,888.2890045,8.456666803
2001,27023,706.1242838,7.171802759
2001,55019,910.0767622,6.871671308
2001,26069,704.1085581,8.12976883
2001,36035,912.6454488,7.400275453
2001,26129,771.1612105,7.792911636
2001,56019,275.0411332,7.16510613
2001,26143,804.8063863,7.427211064
2001,27019,746.7513092,7.575527806
2001,27085,703.8221887,7.427733402
2001,26113,884.6479617,7.48375426
2001,55035,939.3824541,7.396287974
2001,55061,745.3129056,7.849502679
2001,26165,920.8335399,7.914412898
2001,25027,962.586842,9.009597879
2001,27037,760.7169012,7.940462513
2001,55009,745.1046156,8.076328299
2001,55093,899.5295403,7.556194614
2001,36083,867.5698091,8.579379422
2001,26101,952.5561686,8.782437061
2001,27129,677.9928143,7.329616024
2001,55135,790.3421012,7.831786823
2001,25011,1000.185133,7.771635321
2001,55097,825.1281925,7.325516211
2001,36011,840.9813185,9.259647595
2001,27139,714.7763594,7.659237133
2001,55141,839.2162695,7.500696901
2001,55087,738.3289753,8.207595136
2001,36057,768.393385,8.74041856
2001,36093,758.3922533,8.807713755
2001,56043,219.0857743,7.918442139
2001,25003,999.2583672,7.591653629
2001,55091,890.2549985,8.034065068
2001,27049,792.3704559,7.741656169
2001,36117,711.5692487,10.06385982
2001,56013,233.2111649,5.479531306
2001,36067,922.9699269,9.042775099
2001,26011,743.2383331,8.671339544
2001,27143,658.2778415,7.540802808
2001,36053,943.1196144,8.108198802
2001,26063,747.943477,8.628141002
2001,27127,771.3812605,7.527702559
2001,56017,230.1747433,7.293101322
2001,55053,886.1654367,7.417422484
2001,26051,829.6491877,8.805195248
2001,36001,736.6785068,8.671164737
2001,55121,889.8492271,7.976834678
2001,55011,907.124966,8.345527588
2001,26035,862.3503132,8.116536895
2001,27083,777.1312475,7.58304688
2001,26133,907.7073871,7.93381394
2001,36095,744.4571985,7.955871658
2001,36077,840.2419633,7.762388891
2001,36055,664.8712174,10.01550074
2001,55071,780.0872009,8.140828395
2001,36073,720.6381653,10.37544514
2001,25015,954.3413852,8.497117874
2001,26085,957.0852735,8.53229442
2001,27131,776.014646,7.474452842
2001,27079,737.9553774,7.456789396
2001,26105,944.004545,9.121874582
2001,36063,707.9636362,10.2032728
2001,26017,737.4659985,9.566078822
2001,27157,876.1778714,7.907964549
2001,27015,776.7614142,7.590842594
2001,55015,746.3539319,8.429398959
2001,36021,784.2903803,9.083538065
2001,27103,703.3019954,7.587853879
2001,55139,768.4983355,8.550797731
2001,36099,730.1867199,9.936770901
2001,55137,831.7177447,8.180107883
2001,25013,942.3174508,9.164741714
2001,55001,901.5120006,8.205838759
2001,36069,717.5580773,9.426389768
2001,55057,930.1471548,8.275141596
2001,36017,880.7006701,7.95444213
2001,26151,828.042705,8.937449665
2001,36037,672.1066305,9.75183758
2001,36039,808.6021107,7.991265288
2001,26111,801.4142509,9.747032845
2001,36023,953.703176,8.045939692
2001,26157,764.427869,9.206282468
2001,26073,849.7940623,9.003162821
2001,9015,1014.328374,10.02202611
2001,55081,921.4583295,7.978849524
2001,27013,820.1523514,7.733676101
2001,26107,920.7351123,8.569017053
2001,36051,651.2393488,9.055968324
2001,36029,833.2191023,9.219067591
2001,27169,887.2594795,7.999294306
2001,36025,847.8199587,7.2365427
2001,27109,886.9610166,7.468242292
2001,27039,870.0286094,7.543566532
2001,9013,946.5578192,9.701355275
2001,27147,896.7448406,7.516704448
2001,26123,983.8955314,8.795424288
2001,27161,860.0633299,7.502291666
2001,27033,790.7449574,7.454614494
2001,27101,754.5674101,7.3731473
2001,26127,1011.785168,8.931587879
2001,55047,860.9463338,8.628977807
2001,55063,863.7328773,8.497077113
2001,9003,950.9239655,10.2836861
2001,55077,915.0209222,8.544023589
2001,55039,785.3285379,8.468257796
2001,55117,852.4659766,8.451078729
2001,36123,700.5305197,9.164589966
2001,44001,1162.780014,11.55131233
2001,27165,778.0477837,7.657429357
2001,36109,824.3615508,8.680902555
2001,26145,790.2306599,9.853650573
2001,44003,1109.685858,10.77354895
2001,36121,837.2446949,8.023329501
2001,9005,998.7490238,9.107113349
2001,44005,1130.475271,11.38062939
2001,36111,847.9868958,9.075516008
2001,25007,1091.729998,10.86778382
2001,25019,925.943339,10.70428483
2001,56025,228.5141922,7.317820721
2001,36027,804.7126901,9.678586864
2001,44009,1131.025082,10.89509428
2001,26057,843.8228698,9.450900034
2001,36097,694.8806375,8.590509899
2001,36007,831.4754155,8.284023289
2001,26087,828.620368,9.295560382
2001,36101,700.2545275,8.271545795
2001,26117,923.2443917,9.292448121
2001,27055,856.8343949,8.211403375
2001,36107,813.2799023,8.459435387
2001,27045,824.6947802,7.581409314
2001,9011,1112.634002,10.62029755
2001,27099,886.5139065,7.249770816
2001,27047,888.8108758,7.450909077
2001,56009,314.6637276,7.638369034
2001,27043,859.1431671,7.713132443
2001,26147,869.5492275,9.579042048
2001,27091,777.8538325,7.947286467
2001,55123,927.9438742,8.213133405
2001,27063,731.4961581,7.619221394
2001,55027,915.0447839,8.660047895
2001,27105,769.086446,7.443013786
2001,26121,973.2844006,9.331680794
2001,55021,918.4438276,8.807411745
2001,26049,859.8599078,9.563180308
2001,55089,852.9424364,8.867457274
2001,55111,998.1675534,8.433102265
2001,9007,1071.089628,10.51918264
2001,55131,868.6836733,8.42352476
